,Locality,Restaurant_Type,Ratings_out_of_5,Number of votes,Cuisines,Cost,payment_modes,5_star_review_percentage
9966,11,69,0.0,0,3,600.0,5,0
9967,84,69,3.5,30,2463,150.0,3,80
9968,93,69,3.3,12,515,400.0,6,42
9969,45,80,0.0,0,1326,0.0,6,0
9970,84,69,0.0,0,865,300.0,5,0
9971,84,69,0.0,0,1517,300.0,6,0
9972,9,69,0.0,0,2463,250.0,3,0
9973,69,34,0.0,0,226,0.0,5,0
9974,94,69,0.0,0,2293,250.0,5,0
9975,84,69,3.0,4,209,300.0,6,75
9976,2,69,0.0,0,2463,200.0,3,0
9977,90,80,0.0,0,865,0.0,3,0
9978,84,69,0.0,0,1517,200.0,5,0
9979,66,34,0.0,0,682,0.0,6,0
9980,84,69,0.0,0,2143,250.0,3,0
9981,80,69,0.0,0,865,250.0,6,0
9982,17,69,0.0,0,865,250.0,3,0
9983,31,69,0.0,0,516,400.0,3,0
9984,84,69,0.0,0,2526,200.0,3,0
9985,42,69,2.8,6,1517,300.0,5,33
9986,17,69,0.0,0,1517,200.0,5,0
9987,72,34,0.0,0,883,0.0,5,0
9988,67,69,2.9,33,209,400.0,5,58
9989,31,69,0.0,0,1517,300.0,3,0
9990,94,12,0.0,0,176,300.0,6,0
9991,42,69,3.3,12,2463,100.0,3,92
9992,4,69,0.0,0,264,200.0,6,0
9993,84,14,0.0,0,388,350.0,3,0
9994,36,69,0.0,0,1047,100.0,3,0
9995,76,69,3.3,4,877,300.0,6,40
9996,84,69,3.2,7,2157,250.0,3,100
9997,92,69,0.0,0,2449,100.0,3,0
9998,93,69,0.0,0,865,200.0,3,0
9999,16,80,0.0,0,1517,0.0,3,0
10000,2,34,0.0,0,865,0.0,5,0
10001,22,69,0.0,0,579,600.0,5,0
10002,95,10,0.0,0,2539,100.0,3,0
10003,20,69,0.0,0,1945,150.0,3,0
10004,2,69,0.0,0,1517,350.0,5,0
10005,41,69,0.0,0,1581,350.0,3,0
10006,35,69,0.0,0,479,300.0,3,0
10007,19,50,0.0,0,168,100.0,5,0
10008,92,69,0.0,0,865,300.0,5,0
10009,67,47,0.0,0,1326,250.0,3,0
10010,64,69,3.3,7,874,550.0,3,86
10011,41,69,0.0,0,264,200.0,3,0
10012,41,69,0.0,0,1863,200.0,5,0
10013,68,69,0.0,0,2172,600.0,5,0
10014,36,69,0.0,0,2463,100.0,3,0
10015,12,69,0.0,0,937,350.0,3,0
10016,44,23,0.0,0,165,800.0,1,0
10017,31,34,3.1,4,1951,0.0,3,100
10018,97,69,0.0,0,951,300.0,3,0
10019,0,80,0.0,0,241,0.0,5,0
10020,93,69,0.0,0,1581,300.0,3,0
10021,41,80,0.0,0,1276,0.0,5,0
10022,32,0,2.9,24,93,500.0,3,37
10023,32,69,3.0,4,1554,300.0,5,100
10024,71,43,3.0,4,1517,400.0,3,100
10025,94,69,3.2,8,1027,300.0,6,87
10026,71,69,0.0,0,200,300.0,3,0
10027,6,80,0.0,0,1326,0.0,3,0
10028,32,69,3.1,5,2463,100.0,6,100
10029,21,14,3.4,47,349,500.0,3,57
10030,23,34,0.0,0,2186,0.0,3,0
10031,62,5,0.0,0,1069,1800.0,1,0
10032,13,0,2.9,5,117,250.0,6,60
10033,37,69,2.8,19,865,200.0,5,16
10034,7,69,0.0,0,579,300.0,5,0
10035,59,69,0.0,0,41,300.0,6,0
10036,46,34,0.0,0,1767,0.0,1,0
10037,37,69,2.9,4,1517,300.0,5,50
10038,84,35,2.9,11,830,400.0,5,37
10039,23,69,0.0,0,86,200.0,3,0
10040,23,80,3.0,4,2406,0.0,5,100
10041,82,69,2.9,4,2106,300.0,6,0
10042,7,69,0.0,0,479,200.0,3,0
10043,7,23,0.0,0,1794,500.0,9,0
10044,31,34,3.0,4,1581,0.0,3,60
10045,93,23,0.0,0,1326,450.0,6,0
10046,32,23,3.6,97,1581,1000.0,6,94
10047,4,69,3.1,6,200,350.0,3,100
10048,31,69,3.3,11,1517,300.0,3,100
10049,84,69,0.0,0,865,200.0,5,0
10050,44,69,0.0,0,2342,400.0,3,0
10051,41,69,0.0,0,2113,300.0,6,0
10052,11,69,0.0,0,874,500.0,6,0
10053,93,69,0.0,0,865,200.0,5,0
10054,71,69,0.0,0,590,500.0,6,0
10055,34,34,0.0,0,264,0.0,5,0
10056,67,69,3.0,6,874,300.0,6,66
10057,90,23,0.0,0,479,800.0,1,0
10058,71,69,0.0,0,2375,300.0,3,0
10059,28,80,3.5,85,1119,0.0,5,94
10060,34,34,0.0,0,1500,0.0,5,0
10061,17,80,0.0,0,1517,0.0,3,0
10062,34,34,0.0,0,1581,0.0,1,0
10063,11,69,3.1,4,1326,200.0,5,75
10064,60,60,0.0,0,1517,200.0,3,0
10065,68,69,0.0,0,2099,300.0,6,0
10066,31,69,0.0,0,865,250.0,6,0
10067,68,35,0.0,0,830,150.0,6,0
10068,35,79,0.0,0,1517,0.0,6,0
10069,31,69,0.0,0,1517,300.0,5,0
10070,41,69,0.0,0,1517,300.0,3,0
10071,36,69,0.0,0,200,600.0,6,0
10072,94,69,0.0,0,1365,400.0,1,0
10073,92,76,0.0,0,479,200.0,3,0
10074,65,69,0.0,0,1344,200.0,3,0
10075,94,69,0.0,0,579,300.0,5,0
10076,68,69,0.0,0,561,300.0,6,0
10077,41,80,0.0,0,874,0.0,5,0
10078,31,47,0.0,0,1517,300.0,6,0
10079,68,69,0.0,0,865,200.0,3,0
10080,31,69,0.0,0,738,350.0,6,0
10081,31,69,0.0,0,874,250.0,6,0
10082,23,69,0.0,0,865,150.0,3,0
10083,93,69,0.0,0,2157,150.0,3,0
10084,30,69,0.0,0,2476,150.0,5,0
10085,84,69,0.0,0,2463,100.0,3,0
10086,92,69,0.0,0,515,300.0,5,0
10087,41,69,0.0,0,2463,100.0,5,0
10088,16,69,0.0,0,215,500.0,3,0
10089,44,69,3.1,5,1863,400.0,5,100
10090,93,80,0.0,0,2297,0.0,3,0
10091,35,55,0.0,0,2463,100.0,3,0
10092,73,80,3.2,7,1581,0.0,5,71
10093,5,35,0.0,0,831,350.0,5,0
10094,69,0,3.1,6,93,300.0,5,100
10095,32,69,0.0,0,479,300.0,3,0
10096,41,69,0.0,0,479,400.0,3,0
10097,2,34,0.0,0,1517,0.0,5,0
10098,26,69,3.2,9,1326,100.0,3,78
10099,57,35,0.0,0,830,300.0,6,0
10100,11,55,0.0,0,2529,50.0,5,0
10101,84,69,0.0,0,2476,150.0,3,0
10102,39,14,0.0,0,338,250.0,5,0
10103,34,34,3.0,9,1517,0.0,5,89
10104,31,69,0.0,0,479,200.0,9,0
10105,74,50,3.4,13,883,350.0,3,100
10106,98,69,0.0,0,1581,350.0,3,0
10107,93,80,3.2,7,1951,0.0,3,100
10108,31,80,2.9,5,200,0.0,6,20
10109,84,69,0.0,0,865,400.0,6,0
10110,36,34,3.8,18,276,0.0,5,78
10111,98,69,3.5,25,1581,200.0,3,100
10112,20,69,0.0,0,2539,100.0,5,0
10113,65,69,0.0,0,264,300.0,3,0
10114,31,69,0.0,0,1581,400.0,3,0
10115,17,69,0.0,0,2516,150.0,3,0
10116,84,69,0.0,0,1581,250.0,3,0
10117,84,69,0.0,0,1517,250.0,3,0
10118,5,69,0.0,0,2233,400.0,5,0
10119,60,12,0.0,0,1255,200.0,3,0
10120,21,76,0.0,0,1442,150.0,6,0
10121,4,69,3.2,6,2463,300.0,5,66
10122,86,69,0.0,0,865,100.0,3,0
10123,33,37,0.0,0,1159,250.0,6,0
10124,84,69,0.0,0,264,400.0,3,0
10125,21,69,0.0,0,865,150.0,3,0
10126,53,69,0.0,0,1389,300.0,3,0
10127,94,23,0.0,0,1517,600.0,6,0
10128,9,0,0.0,0,93,150.0,6,0
10129,84,23,3.3,15,1393,200.0,5,93
10130,39,69,0.0,0,1330,150.0,6,0
10131,65,47,3.2,8,91,400.0,3,74
10132,32,69,3.2,8,1648,400.0,6,100
10133,97,69,0.0,0,1389,350.0,6,0
10134,4,47,3.3,12,200,300.0,3,75
10135,65,80,0.0,0,865,0.0,5,0
10136,67,69,0.0,0,865,250.0,3,0
10137,62,0,3.2,10,93,200.0,3,100
10138,17,23,0.0,0,1954,600.0,6,0
10139,45,69,3.1,5,2463,150.0,6,80
10140,23,80,3.0,4,1326,0.0,5,100
10141,5,69,3.1,5,2463,200.0,3,100
10142,5,69,3.2,6,1034,150.0,3,100
10143,21,23,3.0,4,1581,600.0,3,50
10144,17,69,0.0,0,1476,200.0,3,0
10145,31,35,0.0,0,830,100.0,3,0
10146,68,69,3.3,16,985,400.0,3,81
10147,72,69,0.0,0,865,150.0,3,0
10148,35,2,0.0,0,102,500.0,6,0
10149,53,47,0.0,0,307,300.0,3,0
10150,31,69,0.0,0,2429,300.0,5,0
10151,36,80,3.2,9,2234,0.0,3,67
10152,31,69,0.0,0,874,300.0,3,0
10153,50,79,0.0,0,967,0.0,5,0
10154,97,10,0.0,0,168,200.0,3,0
10155,2,69,3.1,9,1326,250.0,3,89
10156,30,69,0.0,0,865,200.0,3,0
10157,98,23,0.0,0,1581,600.0,3,0
10158,32,69,0.0,0,1150,400.0,6,0
10159,42,0,3.4,17,93,200.0,3,94
10160,2,69,3.1,5,1783,350.0,6,100
10161,53,47,0.0,0,394,350.0,3,0
10162,43,23,0.0,0,1951,400.0,5,0
10163,0,14,0.0,0,436,200.0,6,0
10164,60,23,0.0,0,1365,400.0,6,0
10165,36,23,0.0,0,1939,500.0,6,0
10166,80,69,0.0,0,299,250.0,5,0
10167,68,80,2.8,4,1554,0.0,1,75
10168,68,69,3.0,4,2463,300.0,3,50
10169,24,69,3.0,4,2351,150.0,5,50
10170,58,69,3.5,18,1517,200.0,5,100
10171,84,34,3.0,4,200,0.0,5,100
10172,61,80,0.0,0,93,0.0,3,0
10173,65,69,0.0,0,675,200.0,3,0
10174,36,69,0.0,0,479,250.0,5,0
10175,61,14,0.0,0,432,250.0,1,0
10176,61,69,0.0,0,710,200.0,5,0
10177,42,0,0.0,0,122,300.0,3,0
10178,16,69,0.0,0,1517,250.0,5,0
10179,67,69,3.3,9,1158,200.0,6,89
10180,73,69,3.4,20,608,300.0,5,70
10181,94,69,0.0,0,2147,350.0,3,0
10182,18,69,0.0,0,1517,250.0,3,0
10183,31,35,0.0,0,1164,250.0,6,0
10184,31,43,0.0,0,1517,300.0,3,0
10185,28,10,0.0,0,168,100.0,3,0
10186,67,69,0.0,0,1517,200.0,5,0
10187,37,69,0.0,0,1581,400.0,6,0
10188,36,80,0.0,0,2463,0.0,5,0
10189,5,34,0.0,0,541,0.0,5,0
10190,44,69,0.0,0,865,200.0,5,0
10191,35,69,0.0,0,865,300.0,3,0
10192,11,69,0.0,0,1048,250.0,6,0
10193,68,69,0.0,0,1581,450.0,3,0
10194,97,69,0.0,0,1389,200.0,6,0
10195,32,69,0.0,0,1555,500.0,3,0
10196,31,34,0.0,0,1104,0.0,5,0
10197,37,69,0.0,0,2449,100.0,3,0
10198,36,69,3.0,6,1863,300.0,3,83
10199,71,69,3.2,6,2318,500.0,3,83
10200,37,69,0.0,0,200,200.0,3,0
10201,93,80,0.0,0,865,0.0,5,0
10202,5,22,0.0,0,200,0.0,3,0
10203,45,69,0.0,0,1974,200.0,5,0
10204,88,69,0.0,0,2463,100.0,3,0
10205,88,35,0.0,0,1164,200.0,5,0
10206,41,69,0.0,0,865,200.0,5,0
10207,60,69,0.0,0,559,350.0,3,0
10208,67,80,0.0,0,1119,0.0,6,0
10209,92,80,0.0,0,1365,0.0,3,0
10210,65,12,0.0,0,176,250.0,3,0
10211,84,69,3.5,20,2254,200.0,3,100
10212,7,69,0.0,0,1034,200.0,3,0
10213,98,69,0.0,0,213,400.0,5,0
10214,31,69,3.1,6,1581,500.0,3,100
10215,98,69,3.1,4,985,200.0,5,75
10216,84,69,0.0,0,1326,300.0,3,0
10217,94,80,0.0,0,1954,0.0,5,0
10218,22,69,0.0,0,865,250.0,3,0
10219,84,69,0.0,0,1326,200.0,3,0
10220,45,34,0.0,0,917,0.0,5,0
10221,93,80,0.0,0,1581,0.0,3,0
10222,32,80,0.0,0,579,0.0,5,0
10223,37,80,0.0,0,2198,0.0,5,0
10224,90,80,0.0,0,328,0.0,5,0
10225,32,34,0.0,0,479,0.0,5,0
10226,69,34,0.0,0,200,0.0,5,0
10227,32,80,0.0,0,479,0.0,5,0
10228,36,69,0.0,0,1326,300.0,3,0
10229,90,69,0.0,0,2476,150.0,3,0
10230,66,79,0.0,0,1326,0.0,6,0
10231,94,69,0.0,0,161,400.0,6,0
10232,17,69,0.0,0,2463,150.0,6,0
10233,84,34,3.4,18,479,0.0,5,100
10234,90,80,0.0,0,1736,0.0,5,0
10235,24,69,0.0,0,313,200.0,6,0
10236,41,69,3.3,16,1517,350.0,3,94
10237,32,69,0.0,0,1326,200.0,3,0
10238,32,34,0.0,0,479,0.0,5,0
10239,31,69,0.0,0,1331,300.0,3,0
10240,32,34,0.0,0,1581,0.0,5,0
10241,41,69,0.0,0,590,550.0,6,0
10242,97,69,0.0,0,1326,200.0,3,0
10243,93,69,0.0,0,1517,300.0,9,0
10244,31,80,0.0,0,648,0.0,5,0
10245,93,34,0.0,0,2259,0.0,5,0
10246,69,34,0.0,0,865,0.0,3,0
10247,90,69,0.0,0,1517,250.0,5,0
10248,51,23,0.0,0,283,600.0,6,0
10249,45,69,0.0,0,515,300.0,6,0
10250,44,0,0.0,0,102,550.0,3,0
10251,37,69,0.0,0,2351,100.0,5,0
10252,90,69,0.0,0,2463,150.0,3,0
10253,55,23,0.0,0,579,800.0,6,0
10254,2,80,3.3,10,2288,0.0,5,100
10255,42,69,0.0,0,865,150.0,5,0
10256,84,69,3.1,6,1866,500.0,3,83
10257,67,69,0.0,0,2463,150.0,5,0
10258,45,69,0.0,0,1326,250.0,5,0
10259,41,69,0.0,0,2351,200.0,5,0
10260,97,10,0.0,0,193,100.0,5,0
10261,94,69,3.1,4,479,300.0,3,100
10262,94,69,3.1,5,515,200.0,3,100
10263,22,35,0.0,0,1159,150.0,3,0
10264,45,80,0.0,0,865,0.0,5,0
10265,36,80,3.6,31,1659,0.0,5,94
10266,51,69,0.0,0,865,200.0,3,0
10267,41,23,0.0,0,1581,600.0,6,0
10268,75,69,3.1,4,900,300.0,3,100
10269,94,80,0.0,0,1517,0.0,3,0
10270,75,80,0.0,0,1581,0.0,6,0
10271,31,23,0.0,0,1581,1000.0,6,0
10272,67,0,0.0,0,93,400.0,3,0
10273,50,69,0.0,0,865,200.0,6,0
10274,41,80,0.0,0,2234,0.0,3,0
10275,51,14,0.0,0,388,200.0,6,0
10276,67,34,0.0,0,173,0.0,5,0
10277,90,80,0.0,0,865,0.0,1,0
10278,31,69,0.0,0,1581,500.0,5,0
10279,6,69,3.1,4,1863,200.0,5,100
10280,2,34,0.0,0,1517,0.0,5,0
10281,88,69,0.0,0,1412,300.0,3,0
10282,41,69,0.0,0,1517,400.0,6,0
10283,45,69,0.0,0,1396,100.0,3,0
10284,84,69,0.0,0,865,300.0,3,0
10285,64,34,0.0,0,2157,0.0,3,0
10286,32,69,3.1,4,1951,450.0,3,100
10287,50,69,0.0,0,1022,300.0,6,0
10288,2,80,0.0,0,200,0.0,3,0
10289,41,69,0.0,0,1517,200.0,5,0
10290,50,69,3.2,8,1707,400.0,3,74
10291,55,69,0.0,0,479,300.0,3,0
10292,39,79,0.0,0,200,0.0,5,0
10293,93,69,0.0,0,479,250.0,3,0
10294,45,69,0.0,0,1863,250.0,6,0
10295,42,69,0.0,0,479,300.0,5,0
10296,92,69,0.0,0,874,200.0,5,0
10297,2,34,0.0,0,1563,0.0,5,0
10298,69,34,0.0,0,1268,0.0,5,0
10299,72,80,0.0,0,865,0.0,5,0
10300,41,69,0.0,0,865,250.0,3,0
10301,31,69,0.0,0,1581,250.0,6,0
10302,42,69,0.0,0,1581,200.0,6,0
10303,88,69,0.0,0,1517,250.0,3,0
10304,88,69,0.0,0,2351,150.0,5,0
10305,58,80,0.0,0,1517,0.0,5,0
10306,88,69,0.0,0,2351,150.0,5,0
10307,96,34,0.0,0,865,0.0,3,0
10308,13,69,0.0,0,2476,150.0,3,0
10309,22,80,3.1,4,256,0.0,5,100
10310,2,34,0.0,0,281,0.0,3,0
10311,7,69,0.0,0,1517,250.0,3,0
10312,93,69,0.0,0,1720,400.0,5,0
10313,88,69,0.0,0,650,200.0,3,0
10314,98,69,0.0,0,209,400.0,6,0
10315,94,34,0.0,0,865,0.0,5,0
10316,94,80,0.0,0,1517,0.0,3,0
10317,65,69,0.0,0,874,150.0,3,0
10318,15,69,0.0,0,1109,200.0,3,0
10319,93,69,2.5,4,1581,400.0,5,0
10320,37,69,0.0,0,1888,200.0,1,0
10321,37,69,3.1,5,479,250.0,3,80
10322,5,23,3.9,70,713,700.0,9,43
10323,63,69,0.0,0,1326,250.0,5,0
10324,26,69,0.0,0,1517,400.0,3,0
10325,11,69,0.0,0,2463,200.0,3,0
10326,24,69,0.0,0,2437,150.0,3,0
10327,59,80,3.0,4,867,0.0,6,50
10328,34,80,0.0,0,1137,0.0,6,0
10329,44,69,3.3,6,2101,300.0,1,50
10330,32,69,0.0,0,1581,1000.0,6,0
10331,63,69,0.0,0,1326,150.0,6,0
10332,93,69,0.0,0,940,300.0,6,0
10333,82,69,0.0,0,1406,450.0,5,0
10334,7,69,0.0,0,579,150.0,3,0
10335,98,35,0.0,0,1158,200.0,3,0
10336,94,47,3.2,7,874,250.0,3,100
10337,36,69,0.0,0,1326,100.0,3,0
10338,7,23,0.0,0,1736,600.0,6,0
10339,80,69,0.0,0,874,100.0,5,0
10340,42,14,0.0,0,898,400.0,3,0
10341,45,0,0.0,0,106,200.0,1,0
10342,45,69,0.0,0,865,250.0,5,0
10343,37,69,0.0,0,1517,400.0,5,0
10344,37,69,0.0,0,1365,250.0,6,0
10345,75,69,0.0,0,1648,250.0,5,0
10346,95,69,0.0,0,865,100.0,3,0
10347,41,69,0.0,0,579,200.0,5,0
10348,63,0,0.0,0,93,300.0,6,0
10349,98,69,2.9,6,2006,250.0,5,67
10350,84,69,3.2,12,579,250.0,3,92
10351,42,69,0.0,0,1389,200.0,3,0
10352,22,69,0.0,0,479,300.0,5,0
10353,23,69,3.1,6,579,200.0,6,100
10354,32,69,0.0,0,1517,300.0,3,0
10355,69,50,0.0,0,1326,200.0,3,0
10356,9,69,2.8,10,515,200.0,5,40
10357,4,23,0.0,0,1581,600.0,5,0
10358,6,34,3.2,11,2142,0.0,2,91
10359,37,69,0.0,0,2463,400.0,3,0
10360,22,69,0.0,0,1517,400.0,5,0
10361,42,69,0.0,0,874,150.0,3,0
10362,67,80,0.0,0,1326,0.0,9,0
10363,50,69,3.2,15,579,400.0,5,87
10364,7,69,3.0,6,1640,250.0,6,32
10365,65,69,0.0,0,2246,200.0,5,0
10366,36,69,0.0,0,2360,300.0,6,0
10367,22,80,3.4,18,2006,0.0,5,100
10368,85,69,3.0,8,2501,200.0,5,62
10369,17,69,3.5,17,2463,150.0,3,82
10370,65,69,0.0,0,865,200.0,6,0
10371,41,69,0.0,0,1334,250.0,6,0
10372,65,69,3.0,5,1581,400.0,1,0
10373,37,69,3.5,26,865,150.0,3,96
10374,67,69,3.2,8,1517,300.0,5,100
10375,2,69,0.0,0,2150,400.0,6,0
10376,42,69,0.0,0,2351,150.0,3,0
10377,42,69,0.0,0,2463,200.0,3,0
10378,90,69,0.0,0,1109,150.0,5,0
10379,44,69,0.0,0,1951,300.0,3,0
10380,31,55,3.5,13,168,150.0,3,92
10381,39,32,0.0,0,814,300.0,5,0
10382,6,69,3.2,14,1951,400.0,3,79
10383,9,69,0.0,0,1326,300.0,6,0
10384,27,23,3.0,4,2357,500.0,6,25
10385,91,69,0.0,0,1581,400.0,9,0
10386,59,0,0.0,0,93,700.0,5,0
10387,65,69,0.0,0,479,300.0,5,0
10388,42,79,0.0,0,2463,0.0,9,0
10389,84,69,0.0,0,1863,250.0,3,0
10390,31,69,0.0,0,1517,200.0,5,0
10391,36,69,3.0,4,200,200.0,3,75
10392,17,69,0.0,0,557,400.0,1,0
10393,4,47,0.0,0,2463,250.0,5,0
10394,68,69,0.0,0,1517,150.0,3,0
10395,81,69,0.0,0,1331,400.0,3,0
10396,69,34,2.9,6,237,0.0,6,83
10397,50,0,0.0,0,102,200.0,3,0
10398,73,69,0.0,0,1888,300.0,6,0
10399,90,69,2.8,5,1783,350.0,5,60
10400,37,69,3.3,15,1307,350.0,3,73
10401,63,69,0.0,0,865,300.0,3,0
10402,45,69,3.5,20,264,350.0,3,75
10403,41,23,0.0,0,1824,1200.0,1,0
10404,37,35,3.3,15,827,250.0,5,100
10405,68,69,3.1,4,479,250.0,5,100
10406,92,69,0.0,0,479,300.0,3,0
10407,90,69,0.0,0,865,200.0,3,0
10408,6,69,0.0,0,200,300.0,5,0
10409,65,69,2.9,4,1517,400.0,5,25
10410,93,69,2.7,4,2375,300.0,3,25
10411,92,69,3.6,26,2175,450.0,5,81
10412,45,14,3.4,46,338,300.0,5,85
10413,68,14,2.9,4,338,300.0,3,0
10414,18,55,0.0,0,2351,150.0,3,0
10415,71,23,3.1,5,1581,400.0,3,80
10416,32,69,3.5,11,865,150.0,6,73
10417,37,69,0.0,0,2351,100.0,3,0
10418,37,69,0.0,0,1517,200.0,5,0
10419,22,69,0.0,0,2463,250.0,3,0
10420,68,69,3.3,11,200,200.0,3,73
10421,80,69,0.0,0,1119,400.0,5,0
10422,36,69,3.1,6,479,300.0,6,100
10423,93,69,0.0,0,2351,200.0,3,0
10424,67,80,3.3,20,1517,0.0,5,90
10425,41,69,3.1,7,1653,300.0,3,100
10426,50,69,0.0,0,251,500.0,5,0
10427,37,80,3.1,7,1117,0.0,5,72
10428,32,0,0.0,0,102,350.0,6,0
10429,98,23,3.1,4,1736,350.0,1,100
10430,37,80,0.0,0,200,0.0,6,0
10431,30,69,0.0,0,1451,250.0,9,0
10432,96,34,3.6,105,89,0.0,3,96
10433,57,69,0.0,0,479,250.0,3,0
10434,34,34,3.3,13,2078,0.0,5,85
10435,86,80,0.0,0,1119,0.0,3,0
10436,34,76,2.9,17,126,250.0,6,82
10437,97,76,3.0,6,1442,150.0,3,83
10438,60,69,0.0,0,1034,200.0,3,0
10439,24,69,0.0,0,675,400.0,6,0
10440,32,69,0.0,0,579,300.0,5,0
10441,5,80,0.0,0,1734,0.0,5,0
10442,41,69,3.6,34,645,400.0,1,94
10443,22,34,0.0,0,1326,0.0,5,0
10444,29,69,3.2,5,479,300.0,3,100
10445,42,69,3.2,9,579,350.0,1,67
10446,24,69,3.4,9,2487,200.0,3,89
10447,93,69,0.0,0,2351,300.0,5,0
10448,71,47,0.0,0,1517,200.0,5,0
10449,22,47,0.0,0,1581,300.0,5,0
10450,50,14,0.0,0,388,300.0,3,0
10451,2,69,0.0,0,865,300.0,5,0
10452,84,63,3.2,8,2181,100.0,5,100
10453,93,69,0.0,0,865,100.0,3,0
10454,9,69,0.0,0,1517,300.0,5,0
10455,68,24,0.0,0,1581,700.0,6,0
10456,55,69,0.0,0,1389,300.0,3,0
10457,45,80,0.0,0,1329,0.0,5,0
10458,50,69,0.0,0,874,150.0,3,0
10459,42,69,0.0,0,874,200.0,3,0
10460,50,69,0.0,0,1341,250.0,6,0
10461,94,69,0.0,0,2106,300.0,3,0
10462,37,14,3.1,5,898,150.0,3,80
10463,17,69,0.0,0,1863,350.0,6,0
10464,67,69,0.0,0,479,300.0,3,0
