,Locality,Restaurant_Type,Ratings_out_of_5,Number of votes,Cuisines,Cost,payment_modes,5_star_review_percentage
5214,91,69,3.3,12,2463,100.0,6,50
5215,6,69,2.8,105,1668,350.0,6,23
5216,83,69,3.5,22,2463,100.0,1,41
5217,65,69,3.5,9,2463,150.0,5,56
5218,31,69,2.9,11,1326,400.0,5,37
5219,39,69,2.8,21,1581,600.0,6,28
5220,45,69,3.4,8,2494,400.0,6,61
5221,91,69,0.0,0,579,450.0,6,0
5222,63,69,3.3,22,675,250.0,5,41
5223,41,69,0.0,0,1581,400.0,1,0
5224,5,71,3.7,60,874,500.0,3,35
5225,3,69,3.2,9,579,500.0,5,67
5226,5,35,3.8,83,1164,250.0,6,50
5227,75,69,0.0,0,251,400.0,5,0
5228,31,24,0.0,0,1581,1000.0,1,0
5229,45,69,3.4,16,1111,400.0,1,30
5230,31,24,2.9,9,579,900.0,1,45
5231,17,24,3.4,18,1594,800.0,1,28
5232,80,23,0.0,0,1581,800.0,6,0
5233,22,69,3.6,291,865,400.0,3,42
5234,36,0,3.3,8,93,100.0,5,13
5235,95,69,3.9,70,2351,200.0,5,53
5236,67,80,3.4,43,398,0.0,5,51
5237,51,69,3.7,37,1983,550.0,6,32
5238,28,23,3.2,7,1581,1500.0,1,29
5239,5,35,4.1,349,1159,200.0,1,56
5240,77,23,3.6,37,1915,1000.0,1,41
5241,7,23,3.3,61,2029,1000.0,1,38
5242,17,69,2.4,27,925,300.0,6,11
5243,67,0,3.8,31,106,300.0,1,26
5244,64,23,3.7,41,1781,800.0,1,69
5245,72,69,3.4,27,1366,400.0,1,56
5246,72,76,3.3,9,1442,100.0,1,56
5247,13,34,3.6,46,1119,0.0,5,89
5248,48,23,3.9,177,1609,1700.0,1,60
5249,56,14,2.6,93,437,500.0,6,19
5250,5,23,3.5,17,1809,1000.0,1,76
5251,47,69,3.3,57,1648,300.0,6,47
5252,32,23,3.6,54,2384,450.0,1,37
5253,77,23,0.0,0,1581,600.0,6,0
5254,9,69,3.4,21,1326,200.0,5,43
5255,37,23,3.1,15,1581,1000.0,1,27
5256,92,69,3.5,448,1654,700.0,1,40
5257,7,23,0.0,0,1581,400.0,1,0
5258,57,69,3.4,15,965,100.0,3,54
5259,13,23,3.3,14,1581,700.0,1,79
5260,20,69,3.3,27,2499,200.0,5,22
5261,61,23,3.3,15,2099,1000.0,1,20
5262,90,69,3.4,143,1585,400.0,1,33
5263,17,23,3.5,31,1782,700.0,6,45
5264,71,23,0.0,0,1581,400.0,1,0
5265,7,69,3.2,36,865,350.0,1,33
5266,68,23,3.5,146,1874,600.0,6,38
5267,0,56,0.0,0,1581,1300.0,1,0
5268,2,23,3.4,185,1707,800.0,1,40
5269,31,69,3.3,58,1517,300.0,5,43
5270,31,23,3.2,6,1517,500.0,5,67
5271,74,34,3.5,28,1517,0.0,5,64
5272,5,0,3.5,12,93,400.0,3,92
5273,51,23,3.3,9,34,1700.0,1,34
5274,73,23,3.5,483,1707,500.0,6,42
5275,31,69,3.3,28,2198,350.0,5,50
5276,44,24,3.5,67,1907,1400.0,1,41
5277,51,23,3.0,27,1760,900.0,1,29
5278,94,23,2.7,13,1581,1000.0,1,55
5279,62,43,3.2,5,1767,600.0,1,40
5280,51,23,3.6,30,1736,900.0,1,26
5281,62,43,3.1,9,1581,600.0,5,45
5282,93,23,3.2,56,1581,500.0,5,38
5283,93,43,3.1,5,1517,250.0,5,80
5284,33,69,3.0,5,1344,250.0,5,80
5285,37,69,3.7,75,1022,300.0,3,41
5286,5,0,0.0,0,93,100.0,5,0
5287,96,34,3.2,6,1326,0.0,5,67
5288,42,23,3.5,88,1800,600.0,6,56
5289,3,76,3.4,14,1451,100.0,3,72
5290,94,69,2.7,24,2477,150.0,6,21
5291,61,14,3.8,98,459,400.0,6,51
5292,23,69,3.1,6,579,400.0,5,49
5294,84,23,3.1,38,579,350.0,1,24
5295,68,23,3.1,6,1951,500.0,6,50
5296,51,23,3.6,28,660,700.0,6,25
5297,90,34,3.2,184,148,0.0,3,34
5298,67,76,3.8,60,1442,100.0,1,66
5299,46,0,0.0,0,102,300.0,5,0
5300,82,23,3.1,4,1111,400.0,6,25
5301,58,24,3.3,57,1609,1200.0,1,40
5302,34,50,3.9,29,573,100.0,5,69
5303,58,69,3.4,27,579,400.0,6,56
5304,68,69,3.8,169,2463,150.0,3,56
5305,32,47,3.3,21,874,200.0,5,80
5306,32,47,3.4,51,874,200.0,5,50
5307,31,69,2.9,109,674,450.0,3,27
5308,68,80,3.2,8,579,0.0,5,62
5309,31,69,2.9,94,1736,550.0,6,27
5310,75,10,4.0,60,168,150.0,5,44
5311,59,69,3.6,64,515,550.0,6,53
5312,84,24,3.4,335,1812,800.0,1,41
5313,34,34,3.7,267,762,0.0,1,41
5314,2,23,2.8,106,2006,750.0,1,8
5315,53,34,2.5,100,1557,0.0,1,26
5316,62,23,3.2,62,1695,800.0,6,19
5317,17,69,3.3,17,1055,350.0,6,34
5318,16,23,2.7,22,638,500.0,6,27
5319,61,69,3.6,55,891,350.0,6,63
5320,32,23,3.2,5,783,700.0,6,40
5321,31,73,3.4,22,936,200.0,6,41
5322,45,69,3.3,23,2188,500.0,3,53
5323,72,35,0.0,0,818,100.0,5,0
5324,68,69,3.2,8,2351,150.0,3,75
5325,45,69,3.2,90,2199,500.0,6,32
5326,71,69,0.0,0,1717,400.0,9,0
5327,13,23,3.7,79,2483,600.0,5,33
5328,70,69,3.8,208,1581,500.0,5,43
5329,26,69,2.7,14,1783,400.0,5,35
5330,95,23,3.2,12,1281,200.0,5,34
5331,39,69,3.7,24,865,100.0,5,62
5332,7,23,2.9,33,1365,1000.0,6,31
5333,57,23,0.0,0,1581,400.0,1,0
5334,13,69,3.0,4,2463,100.0,5,75
5335,18,23,3.1,8,1581,600.0,6,25
5336,2,75,3.8,455,2383,250.0,5,20
5337,84,23,3.0,77,1648,500.0,1,22
5339,37,23,3.4,15,1594,700.0,1,33
5340,38,23,3.0,12,1581,500.0,6,17
5341,75,23,3.7,72,2135,450.0,1,50
5342,7,23,0.0,0,1581,1000.0,1,0
5343,11,35,3.9,103,1159,300.0,1,36
5344,7,23,3.0,10,1594,550.0,6,40
5345,51,5,3.6,37,1069,1000.0,1,30
5346,23,69,3.3,33,1783,450.0,6,46
5347,51,69,3.5,123,2113,400.0,5,7
5348,75,76,3.6,29,1451,250.0,1,31
5349,24,2,4.1,116,106,700.0,1,50
5350,72,7,3.6,54,630,1200.0,1,56
5351,13,69,3.1,4,1871,500.0,5,100
5352,7,23,3.4,27,1581,800.0,1,37
5353,12,12,3.9,80,176,250.0,5,55
5354,13,69,3.7,59,1804,650.0,5,37
5355,71,23,3.4,19,1648,650.0,3,32
5356,62,23,3.2,20,1695,700.0,6,20
5357,82,69,3.1,4,1951,500.0,1,100
5358,45,69,3.5,62,1047,200.0,5,29
5359,57,23,3.3,20,1736,700.0,6,35
5360,90,35,2.5,32,1164,200.0,1,9
5361,94,69,3.2,12,624,700.0,3,41
5362,65,23,3.2,24,2028,650.0,1,33
5363,90,23,2.7,61,2019,1100.0,1,34
5364,98,23,3.4,18,1609,1000.0,1,34
5365,68,24,3.7,186,1736,500.0,1,34
5366,17,23,3.6,78,2409,600.0,6,22
5367,36,23,3.3,70,1581,650.0,6,26
5368,76,69,3.3,38,1581,400.0,6,40
5369,13,23,3.1,8,1581,850.0,1,0
5370,6,23,3.5,59,1581,700.0,5,34
5371,68,23,3.5,56,1667,1600.0,1,39
5372,77,23,2.8,16,2332,1100.0,1,13
5373,72,69,3.4,39,1648,450.0,5,26
5374,45,23,3.2,26,630,800.0,1,27
5375,5,23,2.6,47,1806,700.0,1,9
5376,31,24,3.5,62,1776,1000.0,7,41
5377,5,23,3.4,40,1581,600.0,1,28
5378,24,23,2.9,10,1609,600.0,1,50
5379,98,35,3.6,125,815,200.0,1,54
5380,68,7,2.9,7,1581,600.0,1,14
5381,32,23,3.2,312,1581,450.0,7,30
5382,35,23,3.5,48,2406,400.0,3,27
5384,67,35,2.8,9,93,300.0,5,34
5385,51,14,3.8,71,379,500.0,5,64
5386,31,24,2.9,32,2340,1000.0,1,35
5387,65,35,3.2,7,93,300.0,5,14
5388,68,23,2.8,16,1749,800.0,1,25
5389,4,23,2.7,32,1736,500.0,1,13
5390,6,23,3.1,60,1554,500.0,1,36
5391,61,14,3.5,83,390,350.0,6,30
5392,84,69,3.5,34,1581,600.0,1,46
5393,33,69,3.7,76,1951,300.0,6,40
5394,12,69,3.5,62,865,300.0,10,44
5395,36,69,3.5,32,200,400.0,5,56
5396,90,23,3.7,25,864,1500.0,1,24
5397,90,23,3.2,10,2019,1100.0,1,40
5398,88,23,2.5,289,1954,1500.0,1,18
5399,31,23,2.9,35,1717,600.0,1,14
5400,17,23,2.7,49,1602,850.0,7,20
5401,58,23,3.2,21,579,700.0,1,28
5402,45,14,2.6,80,388,500.0,1,15
5403,53,23,3.4,195,1868,500.0,5,22
5404,6,69,3.6,472,2164,500.0,6,19
5405,45,23,2.6,23,1581,1000.0,6,22
5406,18,24,3.1,11,1581,650.0,1,37
5407,90,5,3.4,35,1069,2200.0,1,43
5408,2,71,3.3,21,1254,300.0,7,24
5409,90,2,3.8,28,102,250.0,1,43
5410,94,23,2.8,7,1581,600.0,1,28
5411,0,69,3.2,21,479,350.0,1,29
5412,0,69,3.0,8,200,300.0,3,36
5413,92,34,2.9,62,200,0.0,1,44
5414,82,23,3.3,12,1331,500.0,1,100
5415,68,10,0.0,0,1254,200.0,3,0
5416,94,24,2.8,18,2412,1300.0,6,33
5417,50,23,0.0,0,579,600.0,1,0
5418,67,69,3.7,91,874,400.0,6,54
5419,65,23,2.9,11,1581,650.0,1,37
5420,28,69,3.7,341,1863,450.0,1,37
5421,94,35,3.7,107,1164,200.0,6,54
5422,73,14,3.3,12,338,300.0,3,68
5423,90,34,3.7,45,1648,0.0,5,90
5424,67,80,3.4,199,176,0.0,3,42
5425,23,58,3.4,21,548,1200.0,6,75
5426,56,69,2.9,162,256,350.0,3,34
5427,34,34,0.0,0,1466,0.0,5,0
5429,84,80,0.0,0,2231,0.0,5,0
5430,84,69,3.6,41,1047,400.0,3,42
5431,59,14,3.5,88,338,1800.0,7,20
5432,78,69,3.5,72,228,350.0,3,53
5433,45,69,3.4,21,903,350.0,6,81
5434,7,73,0.0,0,827,500.0,6,0
5435,68,69,0.0,0,965,300.0,3,0
5436,31,69,2.9,13,1581,350.0,5,39
5437,31,23,0.0,0,218,500.0,6,0
5438,31,34,0.0,0,1477,0.0,5,0
5439,45,69,0.0,0,1022,250.0,3,0
5440,42,14,3.3,5,2476,150.0,5,100
5441,68,69,3.1,11,1326,150.0,3,64
5442,59,69,3.1,7,1934,450.0,5,72
5443,79,23,3.2,17,2099,350.0,1,53
5444,17,69,3.1,22,1581,400.0,6,68
5445,84,69,3.4,26,200,300.0,3,69
5446,65,23,3.5,47,1581,650.0,1,43
5447,67,0,3.6,39,93,400.0,5,38
5448,22,75,3.4,17,2501,100.0,5,70
5449,31,69,3.0,6,1581,600.0,3,67
5450,32,69,2.9,4,1609,500.0,1,75
5451,50,69,3.0,6,479,300.0,3,67
5452,31,69,3.6,65,1594,350.0,1,58
5453,24,23,3.6,25,1581,600.0,6,36
5454,32,24,0.0,0,1824,800.0,1,0
5455,13,23,3.7,87,1629,1000.0,1,28
5456,32,76,3.3,10,1451,150.0,3,80
5457,90,24,3.4,23,1681,1200.0,6,61
5458,68,23,3.7,85,1871,500.0,1,40
5459,94,69,3.4,15,1318,250.0,6,100
5460,59,69,3.6,28,2198,500.0,3,71
5461,97,69,3.6,34,479,350.0,3,58
5462,9,23,3.5,49,1581,1200.0,1,49
5463,77,69,3.4,55,1954,450.0,6,38
5464,90,23,2.6,77,1517,450.0,6,23
5465,94,69,3.2,6,1326,150.0,5,50
5466,51,23,3.8,98,1927,1200.0,1,32
5467,6,14,3.8,139,343,850.0,1,32
5468,62,24,3.7,29,1834,1300.0,1,94
5469,74,34,0.0,0,1517,0.0,5,0
5470,94,69,3.5,101,529,350.0,6,57
5471,7,69,3.4,48,2188,350.0,6,41
5472,9,69,3.5,47,2318,200.0,5,79
5473,32,69,2.9,38,885,300.0,6,41
5474,68,69,3.1,11,1047,250.0,6,37
5475,36,69,3.3,7,1715,500.0,6,72
5476,45,69,2.8,15,874,500.0,6,61
5477,5,80,3.4,30,1517,0.0,5,90
5478,61,23,2.9,53,1875,800.0,6,28
5479,89,35,3.5,16,830,200.0,1,50
5480,17,24,3.8,908,578,1000.0,1,49
5481,98,34,0.0,0,480,0.0,5,0
5482,90,34,3.3,28,1119,0.0,3,64
5483,92,23,3.0,4,1581,1000.0,8,57
5484,68,69,2.9,7,1783,400.0,6,0
5485,0,69,0.0,0,2450,250.0,6,0
5486,80,14,3.3,13,708,400.0,3,100
5487,28,10,4.0,227,305,350.0,6,62
5488,92,69,3.3,14,559,250.0,6,86
5490,83,24,3.3,13,1581,1100.0,1,47
5491,2,23,2.7,46,1581,750.0,1,15
5492,92,69,3.7,45,1018,350.0,5,96
5493,84,14,3.2,26,465,500.0,5,57
5494,68,23,3.1,13,1581,700.0,1,54
5495,65,69,2.8,17,1581,400.0,5,29
5496,17,23,2.9,8,2340,550.0,1,25
5497,11,5,2.9,4,1736,800.0,5,25
5498,91,69,3.3,19,579,400.0,8,21
5499,7,23,3.2,15,1581,600.0,1,33
5500,24,23,3.3,12,1209,1200.0,1,50
5501,41,23,2.8,32,1668,500.0,1,31
5502,83,24,0.0,0,658,1100.0,1,0
5503,84,69,2.9,50,579,350.0,5,38
5504,83,69,2.7,16,1959,750.0,3,19
5505,94,69,3.7,113,1594,600.0,3,78
5506,37,23,3.1,12,1504,600.0,1,8
5507,17,69,3.3,11,1581,600.0,6,91
5508,45,69,2.9,7,2157,300.0,6,43
5509,67,23,3.1,12,919,500.0,1,33
5510,7,23,2.8,18,1581,700.0,1,11
5511,91,23,2.9,8,1510,800.0,7,25
5512,3,23,2.9,6,1707,400.0,1,33
5513,36,69,3.4,17,2476,150.0,3,18
5514,28,23,3.1,4,1581,1100.0,1,0
5515,28,69,3.5,18,865,200.0,5,44
5516,92,69,0.0,0,1581,450.0,3,0
5517,4,69,3.2,9,874,200.0,5,67
5518,7,23,0.0,0,1750,600.0,6,0
5519,9,69,0.0,0,1517,250.0,3,0
5520,33,69,3.1,6,1365,450.0,3,100
5521,22,10,0.0,0,168,300.0,5,0
5522,37,34,0.0,0,310,0.0,6,0
5523,0,80,0.0,0,2236,0.0,5,0
5524,22,69,3.1,6,479,200.0,3,83
5525,59,47,0.0,0,1492,500.0,6,0
5526,63,69,0.0,0,1517,250.0,5,0
5527,75,69,0.0,0,264,300.0,3,0
5528,64,69,2.8,7,2463,100.0,3,58
5529,92,13,0.0,0,2224,150.0,5,0
5530,31,34,3.6,52,1326,0.0,3,96
5531,41,80,0.0,0,1565,0.0,3,0
5532,31,69,0.0,0,2351,200.0,5,0
5533,61,69,0.0,0,2372,300.0,6,0
5534,13,69,0.0,0,2463,150.0,3,0
5535,67,23,0.0,0,1594,800.0,5,0
5536,91,69,0.0,0,1897,600.0,5,0
5537,84,80,3.4,27,2463,0.0,5,100
5538,83,80,3.4,11,2463,0.0,5,91
5539,69,34,3.0,4,1517,0.0,5,100
5540,50,34,0.0,0,1517,0.0,5,0
5541,73,69,0.0,0,2539,100.0,3,0
5542,50,80,0.0,0,1648,0.0,3,0
5543,68,69,3.0,6,1334,300.0,5,83
5544,90,34,0.0,0,167,0.0,5,0
5545,6,34,0.0,0,900,0.0,5,0
5546,58,34,0.0,0,263,0.0,5,0
5547,94,69,0.0,0,479,200.0,3,0
5548,94,14,0.0,0,388,500.0,6,0
5549,68,80,0.0,0,1500,0.0,3,0
5550,22,69,0.0,0,302,250.0,6,0
5551,53,69,0.0,0,1464,150.0,3,0
5552,98,80,0.0,0,1581,0.0,3,0
5553,50,69,0.0,0,865,150.0,3,0
5554,92,69,3.5,22,1807,500.0,6,100
5555,32,34,0.0,0,200,0.0,5,0
5556,92,34,0.0,0,865,0.0,5,0
5557,26,34,0.0,0,479,0.0,5,0
5558,65,34,0.0,0,479,0.0,5,0
5559,45,80,0.0,0,2333,0.0,5,0
5560,24,69,0.0,0,874,300.0,5,0
5561,92,69,0.0,0,1554,300.0,5,0
5562,41,80,0.0,0,1517,0.0,3,0
5563,94,34,0.0,0,1159,0.0,5,0
5564,54,34,0.0,0,1464,0.0,5,0
5565,94,69,0.0,0,874,200.0,5,0
5566,92,23,0.0,0,274,300.0,6,0
5567,32,10,0.0,0,2529,50.0,5,0
5568,94,69,0.0,0,603,500.0,6,0
5569,34,34,0.0,0,1581,0.0,5,0
5570,41,80,0.0,0,865,0.0,2,0
5571,42,69,0.0,0,2477,200.0,3,0
5572,19,34,3.6,0,1316,0.0,6,0
5573,7,69,0.0,0,874,350.0,3,0
5574,26,35,0.0,0,816,200.0,6,0
5575,69,34,0.0,0,479,0.0,1,0
5576,75,34,0.0,0,2424,0.0,9,0
5577,75,69,0.0,0,1326,350.0,3,0
5578,41,80,0.0,0,1066,0.0,3,0
5579,94,69,0.0,0,1517,400.0,1,0
5580,45,69,3.1,5,865,350.0,3,80
5581,60,69,3.0,7,1517,200.0,3,86
5582,75,69,0.0,0,2463,150.0,5,0
5583,32,73,3.3,10,936,250.0,6,70
5584,45,69,3.4,17,987,150.0,6,94
5585,94,69,0.0,0,865,150.0,5,0
5586,94,23,3.1,4,874,300.0,1,75
5587,91,69,0.0,0,1549,500.0,3,0
5588,51,69,0.0,0,2463,100.0,3,0
5589,44,80,0.0,0,590,0.0,3,0
5590,45,69,0.0,0,200,450.0,5,0
5591,45,69,0.0,0,2477,150.0,3,0
5592,18,41,0.0,0,827,250.0,3,0
5593,94,35,3.3,11,1158,150.0,3,100
5594,58,69,0.0,0,572,300.0,6,0
5595,5,80,3.5,46,1931,0.0,6,91
5596,84,69,0.0,0,2476,200.0,5,0
5597,31,69,3.4,21,1365,500.0,6,90
5598,71,69,3.4,7,1326,350.0,3,72
5599,95,69,0.0,0,1571,300.0,3,0
5600,69,34,4.0,23,1517,0.0,5,79
5601,94,69,0.0,0,1554,350.0,3,0
5602,75,69,0.0,0,883,350.0,5,0
5603,17,10,0.0,0,168,50.0,3,0
5604,32,69,3.1,5,865,150.0,5,100
5605,94,35,0.0,0,1164,200.0,6,0
5606,79,69,0.0,0,2360,250.0,3,0
5607,17,69,0.0,0,479,450.0,3,0
5608,45,69,0.0,0,53,500.0,5,0
5609,60,69,3.2,8,1581,450.0,5,87
5610,61,79,0.0,0,865,0.0,5,0
5611,94,69,3.0,4,1581,150.0,3,25
5612,51,69,0.0,0,2375,400.0,5,0
5613,84,69,0.0,0,1581,600.0,3,0
5614,94,69,0.0,0,2463,100.0,3,0
5615,5,69,3.0,6,479,450.0,5,66
5616,32,14,3.1,4,379,250.0,6,100
5617,0,69,3.1,29,1581,400.0,1,51
5618,65,69,0.0,0,2463,150.0,3,0
5619,71,23,3.2,8,1365,500.0,6,49
5620,57,23,3.4,12,1367,450.0,6,50
5621,60,14,3.4,37,388,250.0,1,73
5622,90,23,3.5,71,1197,700.0,6,73
5623,68,47,0.0,0,814,150.0,6,0
5624,26,79,3.1,7,1185,0.0,3,72
5625,93,69,3.4,37,2234,300.0,3,46
5626,67,69,0.0,0,1581,300.0,5,0
5627,69,50,3.2,11,865,300.0,3,100
5628,7,23,3.0,4,579,650.0,6,50
5629,53,47,2.5,19,22,300.0,5,47
5630,6,23,3.3,112,1581,600.0,3,60
5631,7,23,2.9,5,1717,600.0,6,20
5632,7,69,0.0,0,878,150.0,3,0
5633,90,34,3.1,52,1581,0.0,1,21
5634,93,43,3.1,10,1517,300.0,6,40
5635,45,69,3.3,14,479,300.0,6,51
5636,84,69,2.9,5,1326,200.0,3,20
5637,41,80,0.0,0,1517,0.0,6,0
5638,0,35,0.0,0,818,200.0,6,0
5639,67,80,3.2,8,1648,0.0,3,100
5640,35,10,3.4,20,173,300.0,3,95
5641,13,69,0.0,0,2016,400.0,1,0
5642,41,69,0.0,0,1581,500.0,5,0
5643,97,69,3.1,8,2506,400.0,5,87
5644,41,69,3.1,10,1648,350.0,5,80
5645,75,34,3.4,15,865,0.0,5,93
5646,77,80,3.1,7,254,0.0,5,100
5647,41,69,0.0,0,479,300.0,6,0
5648,17,69,3.6,19,2351,200.0,3,74
5649,68,69,0.0,0,1034,300.0,5,0
5650,68,69,3.2,4,2463,100.0,3,100
5651,68,69,0.0,0,968,100.0,5,0
5652,68,69,0.0,0,2133,250.0,6,0
5653,44,69,0.0,0,1951,400.0,6,0
5654,67,69,2.8,6,2476,300.0,6,50
5655,17,80,3.0,12,1517,0.0,5,83
5656,16,69,0.0,0,1863,150.0,3,0
5657,94,69,3.1,8,1517,150.0,3,87
5658,58,23,3.4,33,1951,400.0,6,76
5659,94,69,3.2,10,1905,400.0,5,80
5660,92,69,3.2,9,479,300.0,6,67
5661,57,69,3.3,8,865,150.0,6,74
5662,2,69,0.0,0,2423,400.0,3,0
5663,92,69,0.0,0,1326,200.0,6,0
5664,31,80,3.1,5,1642,0.0,1,80
5665,9,69,0.0,0,479,200.0,3,0
5666,73,69,0.0,0,1326,300.0,6,0
5667,36,76,0.0,0,1445,100.0,3,0
5668,45,80,3.1,5,865,0.0,5,100
5669,31,69,0.0,0,865,150.0,6,0
5670,94,35,3.2,8,1159,300.0,3,87
5671,94,69,3.8,56,1365,300.0,3,80
5672,17,69,3.1,4,479,400.0,3,100
5673,17,69,0.0,0,479,300.0,3,0
5674,41,80,3.0,4,865,0.0,1,100
5675,6,80,3.6,25,1422,0.0,6,88
5676,67,23,3.2,10,1581,800.0,6,100
5677,93,23,3.3,11,1951,600.0,3,64
5678,41,69,3.1,6,2366,200.0,3,83
5679,41,80,3.8,109,1901,0.0,3,96
5680,66,23,3.4,18,1970,600.0,6,77
5681,41,14,3.5,42,338,400.0,5,88
5682,94,0,3.3,11,93,150.0,6,100
5683,37,23,0.0,0,1594,500.0,6,0
5684,22,23,3.0,5,1517,550.0,6,40
5685,45,80,2.9,7,2006,0.0,5,14
5686,31,69,0.0,0,1555,450.0,6,0
5687,17,23,3.2,9,579,500.0,1,67
5688,38,69,3.0,4,2463,300.0,5,50
5689,11,69,2.9,6,1326,350.0,5,33
5690,42,0,0.0,0,93,150.0,3,0
5691,50,80,3.3,5,1326,0.0,5,40
5692,60,69,3.5,25,301,300.0,3,92
5693,75,69,3.6,36,1648,500.0,6,45
5694,16,69,3.1,11,2006,600.0,3,55
5695,31,47,3.5,13,1903,700.0,6,84
5696,94,80,3.4,61,1783,0.0,3,87
5697,68,69,3.1,4,2351,100.0,3,100
5698,31,69,3.3,13,2071,400.0,3,92
5699,36,23,3.3,11,1554,350.0,6,82
5700,84,69,3.1,19,1295,400.0,3,57
5701,59,80,3.0,4,479,0.0,5,60
5702,64,69,3.0,4,2006,400.0,6,75
5703,23,80,3.7,27,695,0.0,6,63
5704,5,69,3.1,7,2463,200.0,3,57
5705,68,76,0.0,0,1442,450.0,6,0
5706,32,69,3.6,15,985,400.0,5,67
5707,37,69,3.3,12,479,400.0,3,92
5708,67,23,0.0,0,1912,500.0,5,0
5709,98,23,3.1,5,1581,400.0,3,100
5710,90,69,3.0,7,1464,300.0,6,72
5711,68,69,0.0,0,2449,100.0,3,0
5712,32,69,3.4,63,1928,500.0,6,82
5713,94,23,3.5,30,1736,700.0,5,97
5714,67,80,0.0,0,256,0.0,1,0
5715,37,69,3.2,12,2234,200.0,3,92
5716,60,24,0.0,0,1581,500.0,6,0
5717,15,69,3.2,8,2479,300.0,3,87
5718,17,69,3.1,9,2504,250.0,5,67
5719,31,80,0.0,0,1391,0.0,5,0
5720,5,69,3.4,40,25,700.0,5,45
5721,65,69,3.0,4,1517,400.0,3,50
5722,94,3,0.0,0,97,350.0,6,0
5723,32,19,0.0,0,417,300.0,6,0
5724,42,69,3.6,30,1517,300.0,3,100
5725,94,23,3.2,7,2016,800.0,6,72
5726,54,34,0.0,0,1213,0.0,5,0
5727,13,69,0.0,0,2106,200.0,5,0
5728,44,69,0.0,0,874,250.0,5,0
5729,94,34,2.9,4,2006,0.0,5,50
5730,65,69,0.0,0,313,200.0,5,0
5731,73,69,3.3,10,1863,200.0,5,90
5732,84,23,3.2,7,1326,250.0,6,100
5733,93,69,0.0,0,874,200.0,3,0
5734,73,69,0.0,0,1326,500.0,3,0
5735,2,79,0.0,0,1326,0.0,3,0
5736,90,69,0.0,0,1786,300.0,1,0
5737,31,80,3.1,9,1119,0.0,6,78
5738,5,69,3.2,10,267,700.0,5,100
5739,37,80,0.0,0,1517,0.0,5,0
5740,58,80,3.2,8,479,0.0,5,100
5741,65,69,0.0,0,1047,250.0,5,0
5742,69,34,3.7,28,865,0.0,5,93
5743,60,69,3.4,19,479,200.0,5,89
5744,31,69,0.0,0,865,100.0,6,0
5745,36,69,0.0,0,479,250.0,3,0
5746,45,69,0.0,0,1676,350.0,3,0
5747,71,23,0.0,0,2114,1000.0,3,0
5748,31,69,3.3,6,2031,350.0,6,83
5749,92,69,0.0,0,1707,400.0,6,0
5750,22,69,3.0,7,1594,300.0,3,86
5751,13,69,3.1,5,1736,300.0,6,60
5752,93,35,3.3,10,1159,150.0,3,100
5753,2,0,0.0,0,93,250.0,3,0
5754,71,23,0.0,0,1783,700.0,6,0
5755,5,35,0.0,0,1158,100.0,5,0
5756,31,69,2.9,6,623,400.0,5,33
5757,59,69,0.0,0,865,350.0,5,0
5758,94,69,3.2,10,2157,250.0,5,100
5759,31,69,0.0,0,579,300.0,5,0
5760,31,69,3.2,14,200,250.0,5,79
5761,93,69,3.1,5,1863,200.0,3,100
5762,45,69,3.2,13,1047,200.0,3,77
5763,94,69,3.1,5,2409,400.0,3,80
5764,32,47,3.2,10,1517,250.0,5,90
5765,77,69,3.5,20,2463,150.0,3,100
5766,68,69,0.0,0,2081,600.0,6,0
5767,37,69,3.5,32,537,400.0,3,94
5768,32,69,0.0,0,985,200.0,5,0
5769,26,69,3.3,8,2463,200.0,3,100
5770,65,76,3.1,5,1442,150.0,6,100
5771,71,23,0.0,0,607,500.0,6,0
5772,93,69,3.1,10,264,350.0,3,70
5773,77,69,0.0,0,264,300.0,3,0
5774,31,69,3.1,6,1581,300.0,3,83
5775,26,78,0.0,0,1451,400.0,6,0
5776,53,69,3.4,25,2099,400.0,5,80
5777,41,69,3.1,6,1517,500.0,6,100
5778,61,23,0.0,0,579,400.0,3,0
5779,31,23,3.3,13,1871,600.0,6,54
5780,73,69,3.2,7,1370,300.0,3,100
5781,80,69,3.0,4,479,300.0,5,50
5782,31,80,3.2,9,1517,0.0,5,89
5783,32,34,3.0,4,479,0.0,5,60
5784,17,69,0.0,0,1951,600.0,3,0
5785,17,69,0.0,0,2463,150.0,3,0
5786,42,69,3.0,5,479,300.0,3,20
5787,22,76,3.3,18,1442,100.0,5,72
5788,68,69,3.4,21,2318,550.0,5,95
5789,37,69,0.0,0,874,200.0,5,0
5790,59,80,0.0,0,200,0.0,3,0
5791,9,80,3.7,29,2278,0.0,3,93
5792,32,69,0.0,0,256,400.0,9,0
5793,6,80,3.3,10,865,0.0,6,80
5794,75,69,0.0,0,1517,200.0,3,0
5795,92,69,0.0,0,479,200.0,5,0
5796,41,69,0.0,0,1581,400.0,3,0
5797,32,69,3.5,34,1467,250.0,3,94
5798,17,69,3.0,5,479,300.0,6,40
5799,75,23,0.0,0,1365,800.0,1,0
5800,45,80,3.6,62,1573,0.0,3,78
5801,90,69,0.0,0,573,400.0,5,0
5802,92,69,3.0,6,479,300.0,3,50
5803,68,23,0.0,0,1381,500.0,6,0
5804,31,69,0.0,0,1367,500.0,5,0
5805,90,69,3.2,9,1863,550.0,1,78
